PO_ITEM_POS,PRODUCT_GUID_NODE_KEY    ,CURRENCY_CODE,GROSS_AMOUNT        ,NET_AMOUNT          ,TAX_AMOUNT          
80,74867AD200E41EDBA5D8B06B26F52052  ,JPY          ,92.82,78,14.82
90,74867AD200E41EDBA5D8B06B26EF8052  ,JPY          ,49.98,42,7.98
10,74867AD200E41EDBA5D8B06B26F5A052  ,EUR          ,74.97,63,11.97
20,74867AD200E41EDBA5D8B06B26F00052  ,EUR          ,499.76,419.97,79.79
30,74867AD200E41EDBA5D8B06B26F5A052  ,EUR          ,149.94,126,23.94
40,74867AD200E41EDBA5D8B06B26F00052  ,EUR          ,333.18,279.98,53.2
50,74867AD200E41EDBA5D8B06B26F5A052  ,EUR          ,224.91,189,35.91
60,74867AD200E41EDBA5D8B06B26F00052  ,EUR          ,333.18,279.98,53.2
70,74867AD200E41EDBA5D8B06B26F5A052  ,EUR          ,149.94,126,23.94
10,74867AD200E41EDBA5D8B06B26F6E052  ,EUR          ,53.54,44.99,8.55
20,74867AD200E41EDBA5D8B06B26F14052  ,EUR          ,190.16,159.8,30.36
30,74867AD200E41EDBA5D8B06B26EBA052  ,EUR          ,1963.5,1650,313.5
40,74867AD200E41EDBA5D8B06B26F6E052  ,EUR          ,53.54,44.99,8.55
50,74867AD200E41EDBA5D8B06B26F14052  ,EUR          ,95.08,79.9,15.18
60,74867AD200E41EDBA5D8B06B26EBA052  ,EUR          ,5890.5,4950,940.5
10,74867AD200E41EDBA5D8B06B26EFE052  ,USD          ,361.28,303.6,57.68
20,74867AD200E41EDBA5D8B06B26F58052  ,USD          ,397.46,334,63.46
30,74867AD200E41EDBA5D8B06B26EFE052  ,USD          ,120.43,101.2,19.23
40,74867AD200E41EDBA5D8B06B26F58052  ,USD          ,596.19,501,95.19
50,74867AD200E41EDBA5D8B06B26EFE052  ,USD          ,240.86,202.4,38.46
60,74867AD200E41EDBA5D8B06B26F58052  ,USD          ,198.73,167,31.73
70,74867AD200E41EDBA5D8B06B26EFE052  ,USD          ,240.86,202.4,38.46
80,74867AD200E41EDBA5D8B06B26F58052  ,USD          ,596.19,501,95.19
90,74867AD200E41EDBA5D8B06B26EFE052  ,USD          ,240.86,202.4,38.46
10,74867AD200E41EDBA5D8B06B26F56052  ,ZAR          ,711.62,598,113.62
20,74867AD200E41EDBA5D8B06B26EFC052  ,ZAR          ,97.22,81.7,15.52
30,74867AD200E41EDBA5D8B06B26F56052  ,ZAR          ,711.62,598,113.62
10,74867AD200E41EDBA5D8B06B26EFC052  ,ZAR          ,97.22,81.7,15.52
20,74867AD200E41EDBA5D8B06B26F56052  ,ZAR          ,711.62,598,113.62
10,74867AD200E41EDBA5D8B06B26EDA052  ,EUR          ,1245.93,1047,198.93
20,74867AD200E41EDBA5D8B06B26F34052  ,EUR          ,103.53,87,16.53
30,74867AD200E41EDBA5D8B06B26F8E052  ,EUR          ,23.8,20,3.8
40,74867AD200E41EDBA5D8B06B26EDA052  ,EUR          ,830.62,698,132.62
10,74867AD200E41EDBA5D8B06B26EDE052  ,USD          ,353.43,297,56.43
20,74867AD200E41EDBA5D8B06B26F92052  ,USD          ,1651.72,1388,263.72
30,74867AD200E41EDBA5D8B06B26F38052  ,USD          ,82.11,69,13.11
40,74867AD200E41EDBA5D8B06B26EDE052  ,USD          ,117.81,99,18.81
50,74867AD200E41EDBA5D8B06B26F92052  ,USD          ,4955.16,4164,791.16
60,74867AD200E41EDBA5D8B06B26F38052  ,USD          ,27.37,23,4.37
10,74867AD200E41EDBA5D8B06B26F60052  ,ARS          ,309.4,260,49.4
20,74867AD200E41EDBA5D8B06B26F06052  ,ARS          ,402.22,338,64.22
30,74867AD200E41EDBA5D8B06B26F60052  ,ARS          ,309.4,260,49.4
40,74867AD200E41EDBA5D8B06B26F06052  ,ARS          ,402.22,338,64.22
50,74867AD200E41EDBA5D8B06B26F60052  ,ARS          ,154.7,130,24.7
60,74867AD200E41EDBA5D8B06B26F06052  ,ARS          ,201.11,169,32.11
70,74867AD200E41EDBA5D8B06B26F60052  ,ARS          ,309.4,260,49.4
80,74867AD200E41EDBA5D8B06B26F06052  ,ARS          ,603.33,507,96.33
90,74867AD200E41EDBA5D8B06B26F60052  ,ARS          ,309.4,260,49.4
10,74867AD200E41EDBA5D8B06B26EB6052  ,EUR          ,2972.62,2498,474.62
20,74867AD200E41EDBA5D8B06B26F6A052  ,EUR          ,10.7,8.99,1.71
30,74867AD200E41EDBA5D8B06B26F10052  ,EUR          ,107.1,90,17.1
10,74867AD200E41EDBA5D8B06B26F4A052  ,CHF          ,1959.93,1647,312.93
20,74867AD200E41EDBA5D8B06B26FA4052  ,CHF          ,1959.93,1647,312.93
10,74867AD200E41EDBA5D8B06B26F58052  ,USD          ,596.19,501,95.19
20,74867AD200E41EDBA5D8B06B26EFE052  ,USD          ,361.28,303.6,57.68
30,74867AD200E41EDBA5D8B06B26F58052  ,USD          ,198.73,167,31.73
40,74867AD200E41EDBA5D8B06B26EFE052  ,USD          ,240.86,202.4,38.46
10,74867AD200E41EDBA5D8B06B26F64052  ,DKK          ,2424.03,2037,387.03
20,74867AD200E41EDBA5D8B06B26F0A052  ,DKK          ,5351.43,4497,854.43
30,74867AD200E41EDBA5D8B06B26F64052  ,DKK          ,2424.03,2037,387.03
40,74867AD200E41EDBA5D8B06B26F0A052  ,DKK          ,5351.43,4497,854.43
50,74867AD200E41EDBA5D8B06B26F64052  ,DKK          ,1616.02,1358,258.02
60,74867AD200E41EDBA5D8B06B26F0A052  ,DKK          ,1783.81,1499,284.81
70,74867AD200E41EDBA5D8B06B26F64052  ,DKK          ,1616.02,1358,258.02
10,74867AD200E41EDBA5D8B06B26EC0052  ,JPY          ,2735.81,2299,436.81
20,74867AD200E41EDBA5D8B06B26F74052  ,JPY          ,4046,3400,646
30,74867AD200E41EDBA5D8B06B26F1A052  ,JPY          ,130.9,110,20.9
40,74867AD200E41EDBA5D8B06B26EC0052  ,JPY          ,5471.62,4598,873.62
50,74867AD200E41EDBA5D8B06B26F74052  ,JPY          ,6069,5100,969
60,74867AD200E41EDBA5D8B06B26F1A052  ,JPY          ,130.9,110,20.9
70,74867AD200E41EDBA5D8B06B26EC0052  ,JPY          ,5471.62,4598,873.62
80,74867AD200E41EDBA5D8B06B26F74052  ,JPY          ,4046,3400,646
90,74867AD200E41EDBA5D8B06B26F1A052  ,JPY          ,196.35,165,31.35
100,74867AD200E41EDBA5D8B06B26EC0052  ,JPY          ,8207.43,6897,1310.43
10,74867AD200E41EDBA5D8B06B26EDE052  ,USD          ,235.62,198,37.62
20,74867AD200E41EDBA5D8B06B26F92052  ,USD          ,1651.72,1388,263.72
30,74867AD200E41EDBA5D8B06B26F38052  ,USD          ,54.74,46,8.74
40,74867AD200E41EDBA5D8B06B26EDE052  ,USD          ,235.62,198,37.62
50,74867AD200E41EDBA5D8B06B26F92052  ,USD          ,3303.44,2776,527.44
60,74867AD200E41EDBA5D8B06B26F38052  ,USD          ,54.74,46,8.74
70,74867AD200E41EDBA5D8B06B26EDE052  ,USD          ,353.43,297,56.43
80,74867AD200E41EDBA5D8B06B26F92052  ,USD          ,4955.16,4164,791.16
90,74867AD200E41EDBA5D8B06B26F38052  ,USD          ,54.74,46,8.74
100,74867AD200E41EDBA5D8B06B26EDE052  ,USD          ,353.43,297,56.43
10,74867AD200E41EDBA5D8B06B26F72052  ,EUR          ,892.46,749.97,142.49
20,74867AD200E41EDBA5D8B06B26F18052  ,EUR          ,91.63,77,14.63
30,74867AD200E41EDBA5D8B06B26EBE052  ,EUR          ,4757.62,3998,759.62
40,74867AD200E41EDBA5D8B06B26F72052  ,EUR          ,594.98,499.98,95
50,74867AD200E41EDBA5D8B06B26F18052  ,EUR          ,91.63,77,14.63
60,74867AD200E41EDBA5D8B06B26EBE052  ,EUR          ,4757.62,3998,759.62
70,74867AD200E41EDBA5D8B06B26F72052  ,EUR          ,297.49,249.99,47.5
80,74867AD200E41EDBA5D8B06B26F18052  ,EUR          ,183.26,154,29.26
10,74867AD200E41EDBA5D8B06B26F6C052  ,USD          ,107.06,89.97,17.09
20,74867AD200E41EDBA5D8B06B26EB8052  ,USD          ,5604.9,4710,894.9
30,74867AD200E41EDBA5D8B06B26F12052  ,USD          ,320.94,269.7,51.24
40,74867AD200E41EDBA5D8B06B26F6C052  ,USD          ,35.69,29.99,5.7
50,74867AD200E41EDBA5D8B06B26EB8052  ,USD          ,1868.3,1570,298.3
10,74867AD200E41EDBA5D8B06B26ED2052  ,CAD          ,1023.4,860,163.4
20,74867AD200E41EDBA5D8B06B26F86052  ,CAD          ,0,0,0
30,74867AD200E41EDBA5D8B06B26F2C052  ,CAD          ,116.62,98,18.62
40,74867AD200E41EDBA5D8B06B26ED2052  ,CAD          ,511.7,430,81.7
50,74867AD200E41EDBA5D8B06B26F86052  ,CAD          ,0,0,0
10,74867AD200E41EDBA5D8B06B26F7A052  ,ARS          ,714,600,114
20,74867AD200E41EDBA5D8B06B26EC6052  ,ARS          ,3996.02,3358,638.02
30,74867AD200E41EDBA5D8B06B26F20052  ,ARS          ,71.16,59.8,11.36
40,74867AD200E41EDBA5D8B06B26F7A052  ,ARS          ,2142,1800,342
50,74867AD200E41EDBA5D8B06B26EC6052  ,ARS          ,3996.02,3358,638.02
60,74867AD200E41EDBA5D8B06B26F20052  ,ARS          ,71.16,59.8,11.36
70,74867AD200E41EDBA5D8B06B26F7A052  ,ARS          ,2142,1800,342
10,74867AD200E41EDBA5D8B06B26EC6052  ,ARS          ,5994.03,5037,957.03
20,74867AD200E41EDBA5D8B06B26F20052  ,ARS          ,35.58,29.9,5.68
30,74867AD200E41EDBA5D8B06B26F7A052  ,ARS          ,2142,1800,342
10,74867AD200E41EDBA5D8B06B26F78052  ,MXN          ,2142,1800,342
20,74867AD200E41EDBA5D8B06B26EC4052  ,MXN          ,531.93,447,84.93
30,74867AD200E41EDBA5D8B06B26F1E052  ,MXN          ,40.46,34,6.46
40,74867AD200E41EDBA5D8B06B26F78052  ,MXN          ,2142,1800,342
50,74867AD200E41EDBA5D8B06B26EC4052  ,MXN          ,354.62,298,56.62
60,74867AD200E41EDBA5D8B06B26F1E052  ,MXN          ,40.46,34,6.46
70,74867AD200E41EDBA5D8B06B26F78052  ,MXN          ,3213,2700,513
80,74867AD200E41EDBA5D8B06B26EC4052  ,MXN          ,177.31,149,28.31
10,74867AD200E41EDBA5D8B06B26EE0052  ,EUR          ,404.6,340,64.6
20,74867AD200E41EDBA5D8B06B26F94052  ,EUR          ,1982.54,1666,316.54
30,74867AD200E41EDBA5D8B06B26F3A052  ,EUR          ,5709.62,4798,911.62
40,74867AD200E41EDBA5D8B06B26EE0052  ,EUR          ,606.9,510,96.9
50,74867AD200E41EDBA5D8B06B26F94052  ,EUR          ,991.27,833,158.27
60,74867AD200E41EDBA5D8B06B26F3A052  ,EUR          ,5709.62,4798,911.62
10,74867AD200E41EDBA5D8B06B26F46052  ,BRL          ,2139.62,1798,341.62
20,74867AD200E41EDBA5D8B06B26EEC052  ,BRL          ,33.32,28,5.32
30,74867AD200E41EDBA5D8B06B26FA0052  ,BRL          ,595,500,95
10,74867AD200E41EDBA5D8B06B26F46052  ,BRL          ,2139.62,1798,341.62
20,74867AD200E41EDBA5D8B06B26EEC052  ,BRL          ,33.32,28,5.32
30,74867AD200E41EDBA5D8B06B26FA0052  ,BRL          ,892.5,750,142.5
40,74867AD200E41EDBA5D8B06B26F46052  ,BRL          ,2139.62,1798,341.62
50,74867AD200E41EDBA5D8B06B26EEC052  ,BRL          ,33.32,28,5.32
60,74867AD200E41EDBA5D8B06B26FA0052  ,BRL          ,297.5,250,47.5
70,74867AD200E41EDBA5D8B06B26F46052  ,BRL          ,3209.43,2697,512.43
10,74867AD200E41EDBA5D8B06B26F38052  ,USD          ,27.37,23,4.37
20,74867AD200E41EDBA5D8B06B26EDE052  ,USD          ,353.43,297,56.43
30,74867AD200E41EDBA5D8B06B26F92052  ,USD          ,4955.16,4164,791.16
40,74867AD200E41EDBA5D8B06B26F38052  ,USD          ,27.37,23,4.37
10,74867AD200E41EDBA5D8B06B26F16052  ,USD          ,164.22,138,26.22
20,74867AD200E41EDBA5D8B06B26EBC052  ,USD          ,711.62,598,113.62
30,74867AD200E41EDBA5D8B06B26F70052  ,USD          ,1070.98,899.98,171
40,74867AD200E41EDBA5D8B06B26F16052  ,USD          ,246.33,207,39.33
50,74867AD200E41EDBA5D8B06B26EBC052  ,USD          ,711.62,598,113.62
60,74867AD200E41EDBA5D8B06B26F70052  ,USD          ,1070.98,899.98,171
70,74867AD200E41EDBA5D8B06B26F16052  ,USD          ,82.11,69,13.11
80,74867AD200E41EDBA5D8B06B26EBC052  ,USD          ,711.62,598,113.62
90,74867AD200E41EDBA5D8B06B26F70052  ,USD          ,1606.46,1349.97,256.49
10,74867AD200E41EDBA5D8B06B26EC4052  ,MXN          ,177.31,149,28.31
20,74867AD200E41EDBA5D8B06B26F1E052  ,MXN          ,121.38,102,19.38
30,74867AD200E41EDBA5D8B06B26F78052  ,MXN          ,2142,1800,342
40,74867AD200E41EDBA5D8B06B26EC4052  ,MXN          ,354.62,298,56.62
50,74867AD200E41EDBA5D8B06B26F1E052  ,MXN          ,121.38,102,19.38
60,74867AD200E41EDBA5D8B06B26F78052  ,MXN          ,2142,1800,342
70,74867AD200E41EDBA5D8B06B26EC4052  ,MXN          ,354.62,298,56.62
10,74867AD200E41EDBA5D8B06B26EEE052  ,CAD          ,19.04,16,3.04
20,74867AD200E41EDBA5D8B06B26F48052  ,CAD          ,1306.62,1098,208.62
30,74867AD200E41EDBA5D8B06B26FA2052  ,CAD          ,321.3,270,51.3
40,74867AD200E41EDBA5D8B06B26EEE052  ,CAD          ,19.04,16,3.04
50,74867AD200E41EDBA5D8B06B26F48052  ,CAD          ,653.31,549,104.31
60,74867AD200E41EDBA5D8B06B26FA2052  ,CAD          ,963.9,810,153.9
10,74867AD200E41EDBA5D8B06B26EBA052  ,EUR          ,5890.5,4950,940.5
20,74867AD200E41EDBA5D8B06B26F6E052  ,EUR          ,107.08,89.98,17.1
30,74867AD200E41EDBA5D8B06B26F14052  ,EUR          ,95.08,79.9,15.18
40,74867AD200E41EDBA5D8B06B26EBA052  ,EUR          ,5890.5,4950,940.5
50,74867AD200E41EDBA5D8B06B26F6E052  ,EUR          ,107.08,89.98,17.1
60,74867AD200E41EDBA5D8B06B26F14052  ,EUR          ,95.08,79.9,15.18
70,74867AD200E41EDBA5D8B06B26EBA052  ,EUR          ,3927,3300,627
80,74867AD200E41EDBA5D8B06B26F6E052  ,EUR          ,160.61,134.97,25.64
90,74867AD200E41EDBA5D8B06B26F14052  ,EUR          ,190.16,159.8,30.36
10,74867AD200E41EDBA5D8B06B26F62052  ,CNY          ,2115.82,1778,337.82
20,74867AD200E41EDBA5D8B06B26F08052  ,CNY          ,224.91,189,35.91
30,74867AD200E41EDBA5D8B06B26F62052  ,CNY          ,2115.82,1778,337.82
10,74867AD200E41EDBA5D8B06B26EC6052  ,ARS          ,1998.01,1679,319.01
20,74867AD200E41EDBA5D8B06B26F20052  ,ARS          ,71.16,59.8,11.36
10,74867AD200E41EDBA5D8B06B26F7C052  ,USD          ,282.03,237,45.03
20,74867AD200E41EDBA5D8B06B26EC8052  ,USD          ,1827.84,1536,291.84
30,74867AD200E41EDBA5D8B06B26F22052  ,USD          ,10.59,8.9,1.69
40,74867AD200E41EDBA5D8B06B26F7C052  ,USD          ,188.02,158,30.02
10,74867AD200E41EDBA5D8B06B26ED0052  ,USD          ,1424.43,1197,227.43
20,74867AD200E41EDBA5D8B06B26F84052  ,USD          ,1651.72,1388,263.72
30,74867AD200E41EDBA5D8B06B26F2A052  ,USD          ,110.67,93,17.67
40,74867AD200E41EDBA5D8B06B26ED0052  ,USD          ,1424.43,1197,227.43
50,74867AD200E41EDBA5D8B06B26F84052  ,USD          ,1651.72,1388,263.72
10,74867AD200E41EDBA5D8B06B26F56052  ,ZAR          ,711.62,598,113.62
20,74867AD200E41EDBA5D8B06B26EFC052  ,ZAR          ,194.45,163.4,31.05
30,74867AD200E41EDBA5D8B06B26F56052  ,ZAR          ,711.62,598,113.62
40,74867AD200E41EDBA5D8B06B26EFC052  ,ZAR          ,194.45,163.4,31.05
50,74867AD200E41EDBA5D8B06B26F56052  ,ZAR          ,355.81,299,56.81
60,74867AD200E41EDBA5D8B06B26EFC052  ,ZAR          ,97.22,81.7,15.52
70,74867AD200E41EDBA5D8B06B26F56052  ,ZAR          ,711.62,598,113.62
80,74867AD200E41EDBA5D8B06B26EFC052  ,ZAR          ,291.67,245.1,46.57
90,74867AD200E41EDBA5D8B06B26F56052  ,ZAR          ,711.62,598,113.62
10,74867AD200E41EDBA5D8B06B26ECA052  ,EUR          ,547.4,460,87.4
20,74867AD200E41EDBA5D8B06B26F24052  ,EUR          ,8.21,6.9,1.31
30,74867AD200E41EDBA5D8B06B26F7E052  ,EUR          ,1901.62,1598,303.62
10,74867AD200E41EDBA5D8B06B26ED2052  ,CAD          ,1535.1,1290,245.1
20,74867AD200E41EDBA5D8B06B26F86052  ,CAD          ,0,0,0
10,74867AD200E41EDBA5D8B06B26F7A052  ,ARS          ,2142,1800,342
20,74867AD200E41EDBA5D8B06B26EC6052  ,ARS          ,5994.03,5037,957.03
30,74867AD200E41EDBA5D8B06B26F20052  ,ARS          ,35.58,29.9,5.68
40,74867AD200E41EDBA5D8B06B26F7A052  ,ARS          ,1428,1200,228
10,74867AD200E41EDBA5D8B06B26F0A052  ,DKK          ,5351.43,4497,854.43
20,74867AD200E41EDBA5D8B06B26F64052  ,DKK          ,2424.03,2037,387.03
30,74867AD200E41EDBA5D8B06B26F0A052  ,DKK          ,5351.43,4497,854.43
40,74867AD200E41EDBA5D8B06B26F64052  ,DKK          ,2424.03,2037,387.03
50,74867AD200E41EDBA5D8B06B26F0A052  ,DKK          ,1783.81,1499,284.81
60,74867AD200E41EDBA5D8B06B26F64052  ,DKK          ,1616.02,1358,258.02
70,74867AD200E41EDBA5D8B06B26F0A052  ,DKK          ,1783.81,1499,284.81
80,74867AD200E41EDBA5D8B06B26F64052  ,DKK          ,1616.02,1358,258.02
10,74867AD200E41EDBA5D8B06B26F3C052  ,EUR          ,5950,5000,950
20,74867AD200E41EDBA5D8B06B26F96052  ,EUR          ,1425.62,1198,227.62
30,74867AD200E41EDBA5D8B06B26EE2052  ,EUR          ,235.62,198,37.62
40,74867AD200E41EDBA5D8B06B26F3C052  ,EUR          ,11900,10000,1900
50,74867AD200E41EDBA5D8B06B26F96052  ,EUR          ,2138.43,1797,341.43
60,74867AD200E41EDBA5D8B06B26EE2052  ,EUR          ,235.62,198,37.62
70,74867AD200E41EDBA5D8B06B26F3C052  ,EUR          ,11900,10000,1900
80,74867AD200E41EDBA5D8B06B26F96052  ,EUR          ,1425.62,1198,227.62
90,74867AD200E41EDBA5D8B06B26EE2052  ,EUR          ,353.43,297,56.43
100,74867AD200E41EDBA5D8B06B26F3C052  ,EUR          ,17850,15000,2850
10,74867AD200E41EDBA5D8B06B26F6C052  ,USD          ,71.38,59.98,11.4
20,74867AD200E41EDBA5D8B06B26EB8052  ,USD          ,1868.3,1570,298.3
30,74867AD200E41EDBA5D8B06B26F12052  ,USD          ,213.96,179.8,34.16
40,74867AD200E41EDBA5D8B06B26F6C052  ,USD          ,71.38,59.98,11.4
50,74867AD200E41EDBA5D8B06B26EB8052  ,USD          ,3736.6,3140,596.6
60,74867AD200E41EDBA5D8B06B26F12052  ,USD          ,213.96,179.8,34.16
70,74867AD200E41EDBA5D8B06B26F6C052  ,USD          ,107.06,89.97,17.09
80,74867AD200E41EDBA5D8B06B26EB8052  ,USD          ,5604.9,4710,894.9
90,74867AD200E41EDBA5D8B06B26F12052  ,USD          ,213.96,179.8,34.16
100,74867AD200E41EDBA5D8B06B26F6C052  ,USD          ,107.06,89.97,17.09
10,74867AD200E41EDBA5D8B06B26F92052  ,USD          ,4955.16,4164,791.16
20,74867AD200E41EDBA5D8B06B26F38052  ,USD          ,27.37,23,4.37
30,74867AD200E41EDBA5D8B06B26EDE052  ,USD          ,235.62,198,37.62
40,74867AD200E41EDBA5D8B06B26F92052  ,USD          ,3303.44,2776,527.44
50,74867AD200E41EDBA5D8B06B26F38052  ,USD          ,27.37,23,4.37
60,74867AD200E41EDBA5D8B06B26EDE052  ,USD          ,235.62,198,37.62
70,74867AD200E41EDBA5D8B06B26F92052  ,USD          ,1651.72,1388,263.72
80,74867AD200E41EDBA5D8B06B26F38052  ,USD          ,54.74,46,8.74
10,74867AD200E41EDBA5D8B06B26F50052  ,USD          ,174.93,147,27.93
20,74867AD200E41EDBA5D8B06B26EF6052  ,USD          ,46.37,38.97,7.4
30,74867AD200E41EDBA5D8B06B26F50052  ,USD          ,174.93,147,27.93
40,74867AD200E41EDBA5D8B06B26EF6052  ,USD          ,15.46,12.99,2.47
50,74867AD200E41EDBA5D8B06B26F50052  ,USD          ,58.31,49,9.31
10,74867AD200E41EDBA5D8B06B26ECA052  ,EUR          ,547.4,460,87.4
20,74867AD200E41EDBA5D8B06B26F24052  ,EUR          ,8.21,6.9,1.31
30,74867AD200E41EDBA5D8B06B26F7E052  ,EUR          ,1901.62,1598,303.62
40,74867AD200E41EDBA5D8B06B26ECA052  ,EUR          ,273.7,230,43.7
50,74867AD200E41EDBA5D8B06B26F24052  ,EUR          ,24.63,20.7,3.93
10,74867AD200E41EDBA5D8B06B26F7A052  ,ARS          ,714,600,114
20,74867AD200E41EDBA5D8B06B26EC6052  ,ARS          ,3996.02,3358,638.02
30,74867AD200E41EDBA5D8B06B26F20052  ,ARS          ,71.16,59.8,11.36
40,74867AD200E41EDBA5D8B06B26F7A052  ,ARS          ,2142,1800,342
50,74867AD200E41EDBA5D8B06B26EC6052  ,ARS          ,3996.02,3358,638.02
60,74867AD200E41EDBA5D8B06B26F20052  ,ARS          ,71.16,59.8,11.36
70,74867AD200E41EDBA5D8B06B26F7A052  ,ARS          ,2142,1800,342
10,74867AD200E41EDBA5D8B06B26F0E052  ,EUR          ,92.82,78,14.82
20,74867AD200E41EDBA5D8B06B26EB4052  ,EUR          ,1137.64,956,181.64
30,74867AD200E41EDBA5D8B06B26F68052  ,EUR          ,1674.33,1407,267.33
10,74867AD200E41EDBA5D8B06B26EFE052  ,USD          ,240.86,202.4,38.46
20,74867AD200E41EDBA5D8B06B26F58052  ,USD          ,596.19,501,95.19
30,74867AD200E41EDBA5D8B06B26EFE052  ,USD          ,120.43,101.2,19.23
40,74867AD200E41EDBA5D8B06B26F58052  ,USD          ,397.46,334,63.46
50,74867AD200E41EDBA5D8B06B26EFE052  ,USD          ,240.86,202.4,38.46
60,74867AD200E41EDBA5D8B06B26F58052  ,USD          ,198.73,167,31.73
70,74867AD200E41EDBA5D8B06B26EFE052  ,USD          ,361.28,303.6,57.68
80,74867AD200E41EDBA5D8B06B26F58052  ,USD          ,198.73,167,31.73
10,74867AD200E41EDBA5D8B06B26F70052  ,USD          ,1070.98,899.98,171
20,74867AD200E41EDBA5D8B06B26F16052  ,USD          ,164.22,138,26.22
30,74867AD200E41EDBA5D8B06B26EBC052  ,USD          ,711.62,598,113.62
40,74867AD200E41EDBA5D8B06B26F70052  ,USD          ,1606.46,1349.97,256.49
50,74867AD200E41EDBA5D8B06B26F16052  ,USD          ,82.11,69,13.11
60,74867AD200E41EDBA5D8B06B26EBC052  ,USD          ,711.62,598,113.62
10,74867AD200E41EDBA5D8B06B26EDA052  ,EUR          ,830.62,698,132.62
20,74867AD200E41EDBA5D8B06B26F34052  ,EUR          ,69.02,58,11.02
30,74867AD200E41EDBA5D8B06B26F8E052  ,EUR          ,47.6,40,7.6
10,74867AD200E41EDBA5D8B06B26EC0052  ,JPY          ,5471.62,4598,873.62
20,74867AD200E41EDBA5D8B06B26F74052  ,JPY          ,4046,3400,646
30,74867AD200E41EDBA5D8B06B26F1A052  ,JPY          ,196.35,165,31.35
40,74867AD200E41EDBA5D8B06B26EC0052  ,JPY          ,5471.62,4598,873.62
50,74867AD200E41EDBA5D8B06B26F74052  ,JPY          ,4046,3400,646
60,74867AD200E41EDBA5D8B06B26F1A052  ,JPY          ,65.45,55,10.45
70,74867AD200E41EDBA5D8B06B26EC0052  ,JPY          ,8207.43,6897,1310.43
10,74867AD200E41EDBA5D8B06B26F52052  ,JPY          ,46.41,39,7.41
20,74867AD200E41EDBA5D8B06B26EF8052  ,JPY          ,49.98,42,7.98
30,74867AD200E41EDBA5D8B06B26F52052  ,JPY          ,139.23,117,22.23
40,74867AD200E41EDBA5D8B06B26EF8052  ,JPY          ,16.66,14,2.66
10,74867AD200E41EDBA5D8B06B26EE4052  ,JPY          ,283.22,238,45.22
20,74867AD200E41EDBA5D8B06B26F3E052  ,JPY          ,35700,30000,5700
30,74867AD200E41EDBA5D8B06B26F98052  ,JPY          ,59.5,50,9.5
40,74867AD200E41EDBA5D8B06B26EE4052  ,JPY          ,424.83,357,67.83
50,74867AD200E41EDBA5D8B06B26F3E052  ,JPY          ,35700,30000,5700
60,74867AD200E41EDBA5D8B06B26F98052  ,JPY          ,59.5,50,9.5
70,74867AD200E41EDBA5D8B06B26EE4052  ,JPY          ,141.61,119,22.61
80,74867AD200E41EDBA5D8B06B26F3E052  ,JPY          ,35700,30000,5700
90,74867AD200E41EDBA5D8B06B26F98052  ,JPY          ,89.25,75,14.25
10,74867AD200E41EDBA5D8B06B26F3A052  ,EUR          ,2854.81,2399,455.81
20,74867AD200E41EDBA5D8B06B26EE0052  ,EUR          ,606.9,510,96.9
30,74867AD200E41EDBA5D8B06B26F94052  ,EUR          ,1982.54,1666,316.54
40,74867AD200E41EDBA5D8B06B26F3A052  ,EUR          ,5709.62,4798,911.62
50,74867AD200E41EDBA5D8B06B26EE0052  ,EUR          ,606.9,510,96.9
60,74867AD200E41EDBA5D8B06B26F94052  ,EUR          ,1982.54,1666,316.54
70,74867AD200E41EDBA5D8B06B26F3A052  ,EUR          ,5709.62,4798,911.62
10,74867AD200E41EDBA5D8B06B26F42052  ,EUR          ,1736.21,1459,277.21
20,74867AD200E41EDBA5D8B06B26F9C052  ,EUR          ,1544.62,1298,246.62
30,74867AD200E41EDBA5D8B06B26EE8052  ,EUR          ,8.33,7,1.33
40,74867AD200E41EDBA5D8B06B26F42052  ,EUR          ,1736.21,1459,277.21
50,74867AD200E41EDBA5D8B06B26F9C052  ,EUR          ,772.31,649,123.31
60,74867AD200E41EDBA5D8B06B26EE8052  ,EUR          ,24.99,21,3.99
10,74867AD200E41EDBA5D8B06B26F92052  ,USD          ,4955.16,4164,791.16
20,74867AD200E41EDBA5D8B06B26F38052  ,USD          ,54.74,46,8.74
30,74867AD200E41EDBA5D8B06B26EDE052  ,USD          ,117.81,99,18.81
40,74867AD200E41EDBA5D8B06B26F92052  ,USD          ,4955.16,4164,791.16
50,74867AD200E41EDBA5D8B06B26F38052  ,USD          ,54.74,46,8.74
60,74867AD200E41EDBA5D8B06B26EDE052  ,USD          ,117.81,99,18.81
70,74867AD200E41EDBA5D8B06B26F92052  ,USD          ,3303.44,2776,527.44
80,74867AD200E41EDBA5D8B06B26F38052  ,USD          ,82.11,69,13.11
90,74867AD200E41EDBA5D8B06B26EDE052  ,USD          ,235.62,198,37.62
10,74867AD200E41EDBA5D8B06B26F40052  ,EUR          ,59500,50000,9500
20,74867AD200E41EDBA5D8B06B26F9A052  ,EUR          ,1176.91,989,187.91
30,74867AD200E41EDBA5D8B06B26EE6052  ,EUR          ,21.42,18,3.42
10,74867AD200E41EDBA5D8B06B26F8E052  ,EUR          ,23.8,20,3.8
20,74867AD200E41EDBA5D8B06B26EDA052  ,EUR          ,830.62,698,132.62
